,user_id,rec
1344,1763,"[854133, 999250, 1082185, 1106523, 1029743]"
1345,1764,"[1082185, 1101010, 951412, 976199, 9884698]"
1346,1765,"[894439, 1082185, 1070820, 985999, 1106523]"
1347,1766,"[945244, 947201, 1068719, 1043920, 1106523]"
1348,1767,"[8177622, 8090546, 1103105, 835973, 6514160]"
1349,1768,"[12731432, 899624, 5569374, 1082185, 1068719]"
1350,1769,"[970747, 1082185, 1124971, 1072968, 1109778]"
1351,1770,"[947201, 1082185, 5567502, 891961, 1106523]"
1352,1773,"[9268695, 1082185, 5569230, 1056509, 1029743]"
1353,1774,"[957736, 8090537, 874972, 8090521, 1070845]"
1354,1775,"[1082185, 12384779, 1138467, 1037332, 1129049]"
1355,1776,"[1082185, 919681, 1029743, 1106523, 979707]"
1356,1777,"[1051516, 1082185, 1029743, 1126899, 1106523]"
1357,1778,"[1082185, 9884698, 1029743, 837644, 848029]"
1358,1779,"[1082185, 1101010, 1029743, 844179, 963835]"
1359,1781,"[1082185, 1029743, 986912, 1106523, 916122]"
1360,1782,"[1079987, 1072523, 5582712, 5569230, 1082185]"
1361,1783,"[879876, 12384779, 1082185, 1029743, 12648296]"
1362,1784,"[1082185, 979707, 1029743, 1106523, 899624]"
1363,1785,"[1082185, 1131321, 976199, 1029743, 995628]"
1364,1786,"[986912, 1029743, 1082185, 1126899, 1070820]"
1365,1788,"[1082185, 823775, 1029743, 951412, 1015785]"
1366,1789,"[1082185, 1029743, 5592931, 832678, 979707]"
1367,1790,"[1082185, 834117, 1106523, 1029743, 916122]"
1368,1791,"[1082185, 14106445, 845208, 1076056, 1041796]"
1369,1792,"[5585510, 999714, 957736, 1082185, 5582712]"
1370,1794,"[890610, 1082185, 1106523, 1029743, 944249]"
1371,1795,"[1082185, 1003487, 1006483, 1008032, 890610]"
1372,1796,"[1029743, 965766, 942525, 1082185, 9677236]"
1373,1797,"[1082185, 862799, 856942, 839243, 896862]"
1374,1799,"[1082185, 1106523, 1126899, 1029743, 986912]"
1375,1800,"[1082185, 5568729, 1029743, 1106523, 979707]"
1376,1801,"[854900, 1116635, 1082185, 9487606, 1055155]"
1377,1802,"[1082185, 1002850, 12262778, 6602440, 1113274]"
1378,1803,"[1082185, 1103618, 849870, 1029743, 862799]"
1379,1804,"[1082185, 925862, 1013167, 1029743, 834117]"
1380,1805,"[1082185, 1029743, 1106523, 901062, 1138443]"
1381,1806,"[6602729, 1029743, 1082185, 1106523, 5568378]"
1382,1807,"[955431, 1029743, 1082185, 854852, 1068719]"
1383,1808,"[1018007, 976199, 12171656, 6424472, 890909]"
1384,1809,"[8090537, 12301839, 1029743, 1082185, 1022254]"
1385,1810,"[1098284, 1027168, 989069, 9575582, 1029743]"
1386,1811,"[1135258, 1106523, 1068719, 1082185, 999779]"
1387,1812,"[947201, 1068292, 1037337, 1076056, 952972]"
1388,1814,"[1126899, 1082185, 1070820, 1106523, 1022254]"
1389,1815,"[1082185, 837270, 1029743, 871756, 979707]"
1390,1816,"[1082185, 8090532, 894439, 1022254, 1029743]"
1391,1817,"[895930, 1005274, 5585510, 925862, 1004390]"
1392,1818,"[1056492, 1106523, 1029743, 1082185, 1126899]"
1393,1819,"[8090537, 871061, 1042438, 965766, 1029743]"
1394,1820,"[1082185, 1037332, 8090546, 908283, 944836]"
1395,1821,"[907625, 9884698, 995896, 978906, 899624]"
1396,1823,"[1082185, 1098844, 854852, 916122, 1127831]"
1397,1824,"[9803810, 1097418, 983584, 1029743, 1082185]"
1398,1826,"[9884698, 12302069, 1044078, 1029743, 1072523]"
1399,1827,"[1029743, 6548453, 1075175, 9575582, 947798]"
1400,1829,"[1082185, 857006, 1029743, 6424472, 7441419]"
1401,1831,"[1082185, 1068719, 976199, 865456, 892314]"
1402,1832,"[944534, 1082185, 1106523, 8065410, 848029]"
1403,1833,"[947201, 838186, 1082185, 1000753, 1106523]"
1404,1834,"[1029743, 1082185, 1106523, 916122, 899624]"
1405,1835,"[1082185, 9420067, 822225, 1029743, 1044259]"
1406,1837,"[1046756, 957736, 1082185, 1029743, 834117]"
1407,1839,"[1029743, 1106523, 913210, 1082185, 899624]"
1408,1841,"[1082185, 1016276, 856942, 1004906, 1106523]"
1409,1843,"[5569845, 1051516, 1082185, 1029743, 1070820]"
1410,1845,"[1082185, 823775, 1057102, 909714, 892573]"
1411,1846,"[868683, 1106523, 1082185, 1029743, 965766]"
1412,1847,"[830503, 908283, 844697, 1051211, 12731432]"
1413,1848,"[1082185, 894439, 892573, 1031087, 1029743]"
1414,1849,"[856252, 1029743, 1106523, 1082185, 1075175]"
1415,1850,"[1082185, 1057102, 883202, 880150, 868888]"
1416,1852,"[1029743, 1126899, 1106523, 871756, 1082185]"
1417,1854,"[1046756, 957736, 903350, 1082185, 919423]"
1418,1856,"[1082185, 851819, 944486, 1076056, 1051516]"
1419,1857,"[1082185, 1106523, 1029743, 1070820, 1075368]"
1420,1858,"[1057102, 1082185, 9935616, 1029743, 837270]"
1421,1859,"[1082990, 1127831, 903800, 1082185, 1106523]"
1422,1861,"[1068719, 1029743, 1122568, 965766, 1082185]"
1423,1862,"[1110409, 1070820, 986912, 5569230, 1126899]"
1424,1864,"[1082185, 951412, 9835509, 1024306, 841309]"
1425,1865,"[1098435, 833724, 1005274, 892503, 1082185]"
1426,1866,"[1126899, 1082185, 1106523, 1029743, 986912]"
1427,1867,"[860248, 1106523, 1082185, 1029743, 916122]"
1428,1869,"[1082185, 1015785, 1050851, 1029743, 995965]"
1429,1870,"[1060408, 1070820, 1029743, 1082185, 5569230]"
1430,1871,"[1055425, 1082185, 1029743, 1106523, 5569230]"
1431,1872,"[824305, 866355, 846417, 1082185, 1106523]"
1432,1873,"[1101010, 976199, 1082185, 844179, 1106523]"
1433,1874,"[1121393, 1132771, 1082185, 1029743, 1106523]"
1434,1875,"[1056005, 1082185, 979707, 1029743, 1106523]"
1435,1877,"[7168058, 983584, 1029743, 1106523, 844179]"
1436,1879,"[895930, 1101010, 1131488, 1082185, 1078652]"
1437,1880,"[871756, 1082185, 1029743, 1106523, 1126899]"
1438,1881,"[959316, 995628, 1029743, 1057011, 1082185]"
1439,1883,"[951190, 1073902, 896862, 5569845, 919534]"
1440,1884,"[866211, 1082185, 1029743, 1106523, 979707]"
1441,1885,"[1029743, 1082185, 909714, 1126899, 9835509]"
1442,1887,"[1136719, 1098844, 1126899, 1106523, 1029743]"
1443,1890,"[1082185, 1003616, 1126899, 916122, 1106523]"
1444,1891,"[983584, 5577022, 1111786, 944836, 1082185]"
1445,1892,"[863762, 1093413, 851819, 1042438, 1082185]"
1446,1893,"[1029743, 1126899, 1019637, 986912, 1082185]"
1447,1894,"[5567502, 1029743, 1082185, 12648296, 1068719]"
1448,1895,"[1129049, 1106523, 1082185, 1029743, 1044078]"
1449,1896,"[1082185, 1027068, 1029743, 1106523, 5569230]"
1450,1899,"[1082185, 977658, 1029743, 1138467, 9677366]"
1451,1900,"[9803810, 1082185, 1040807, 883003, 1058404]"
1452,1901,"[1068719, 899624, 959316, 1029743, 1082185]"
1453,1902,"[1042438, 890610, 862799, 1056509, 1029743]"
1454,1904,"[1082185, 1106523, 1075368, 1122358, 1029743]"
1455,1905,"[837270, 1029743, 1137284, 1082185, 1106523]"
1456,1906,"[1082185, 1046756, 899624, 845208, 844179]"
1457,1907,"[1082185, 1068719, 1046756, 1123022, 9187298]"
1458,1909,"[1029743, 1106523, 1044078, 986912, 1082185]"
1459,1911,"[1082185, 844179, 1029743, 1044078, 1106523]"
1460,1912,"[12384775, 12302069, 1013407, 1029743, 825749]"
1461,1914,"[894439, 9677366, 892573, 1082185, 862010]"
1462,1916,"[1138467, 1124971, 1082185, 1054262, 1004906]"
1463,1917,"[1082185, 883068, 1053628, 1029743, 1106523]"
1464,1918,"[6463710, 890610, 1082185, 1128812, 865026]"
1465,1919,"[5591814, 1024051, 1035676, 1082185, 886395]"
1466,1920,"[1082185, 833724, 1019643, 6632283, 1137688]"
1467,1921,"[1082185, 1029743, 862799, 1129049, 7442056]"
1468,1922,"[907625, 1037332, 1076056, 9553048, 1070845]"
1469,1923,"[825343, 1082185, 944836, 839243, 1098844]"
1470,1924,"[1101010, 1082185, 983584, 1029743, 1132771]"
1471,1925,"[837270, 825731, 1009187, 901062, 1024306]"
1472,1926,"[1068719, 1082185, 12262830, 899624, 848029]"
1473,1927,"[1082185, 1068719, 1042438, 899624, 1044078]"
1474,1928,"[983584, 1082185, 1070820, 1106523, 1014948]"
1475,1929,"[1082185, 899624, 1068292, 933835, 1027168]"
1476,1930,"[1029743, 1106523, 1082185, 1051323, 899624]"
1477,1931,"[843464, 1082185, 896862, 823704, 1106523]"
1478,1933,"[1042942, 6533681, 1106523, 1008547, 865456]"
1479,1935,"[1082185, 845208, 862335, 976199, 1029743]"
1480,1936,"[1042942, 5568072, 1056492, 1029743, 8177622]"
1481,1937,"[1082185, 9803810, 10149640, 1006184, 890610]"
1482,1938,"[1008814, 956672, 919534, 871756, 1106523]"
1483,1939,"[1029743, 1082185, 874972, 879876, 1103105]"
1484,1940,"[1082185, 1026118, 1106523, 1029743, 1044078]"
1485,1941,"[1113111, 1082185, 947798, 916122, 1106523]"
1486,1942,"[1003487, 5585510, 930344, 1004906, 1082185]"
1487,1943,"[1068719, 1029743, 1082185, 1024051, 1106523]"
1488,1944,"[1082185, 1131488, 14106445, 979707, 957736]"
1489,1945,"[1106523, 1126899, 1029743, 1082185, 986912]"
1490,1946,"[1082185, 920109, 10344585, 12946027, 916122]"
1491,1947,"[1082185, 827919, 885023, 1051211, 1068719]"
1492,1948,"[7155863, 6602440, 1082185, 854852, 1137688]"
1493,1949,"[835618, 1082185, 5585510, 1068719, 1029743]"
1494,1950,"[1131321, 921504, 1029743, 5592931, 1079987]"
1495,1951,"[970605, 1082185, 1029743, 854852, 1127831]"
1496,1952,"[895166, 995628, 819308, 1029743, 1082185]"
1497,1953,"[1050851, 1082185, 993638, 827919, 972143]"
1498,1954,"[934639, 961979, 1082185, 1029743, 1026118]"
1499,1955,"[902396, 1016276, 1042942, 883068, 834491]"
1500,1956,"[907625, 5568249, 1082185, 1029743, 970866]"
1501,1957,"[1082185, 1015785, 964520, 903350, 1055425]"
1502,1958,"[1082185, 986912, 1126899, 1106523, 1070820]"
1503,1960,"[1017369, 825343, 837304, 899019, 871061]"
1504,1961,"[892314, 972416, 1082185, 1006483, 919534]"
1505,1962,"[1082185, 8014645, 940947, 1029743, 854852]"
1506,1963,"[1099089, 7155863, 1082185, 979707, 1106523]"
1507,1964,"[887503, 1037863, 1065380, 979707, 969568]"
1508,1965,"[874972, 1082185, 9881593, 9881592, 1106523]"
1509,1966,"[1082185, 890610, 833724, 1138467, 1019643]"
1510,1967,"[1008547, 944137, 1082185, 1029743, 1121393]"
1511,1968,"[1106523, 891505, 1082185, 1029743, 1068719]"
1512,1969,"[1121360, 1094308, 1138467, 1029743, 1106523]"
1513,1970,"[1029743, 1106523, 1126899, 1082185, 986912]"
1514,1971,"[1029743, 1106523, 1082185, 1014509, 1097001]"
1515,1972,"[1029743, 929018, 1106523, 905636, 941797]"
1516,1975,"[1082185, 1102949, 976199, 7441419, 5574377]"
1517,1976,"[1101010, 1082990, 5592094, 1068719, 1082185]"
1518,1979,"[1082185, 1106523, 979707, 1029743, 1004906]"
1519,1980,"[1101010, 957736, 5568447, 8090537, 834826]"
1520,1981,"[1037332, 1106523, 1126899, 1082185, 1029743]"
1521,1982,"[1082185, 1054262, 995478, 979707, 1068719]"
1522,1983,"[7166865, 9803601, 923673, 998444, 1106523]"
1523,1985,"[1082185, 1127831, 1130375, 834491, 1004906]"
1524,1986,"[1082185, 986912, 1029743, 1126899, 1070820]"
1525,1987,"[1082185, 1029743, 1126899, 986912, 1070820]"
1526,1988,"[1091520, 907099, 870547, 850102, 995896]"
1527,1989,"[833724, 7441419, 1082185, 9676866, 956672]"
1528,1990,"[1082185, 1037332, 1029743, 825731, 856942]"
1529,1993,"[7441419, 862010, 1016800, 1106523, 1029743]"
1530,1994,"[1082185, 1106523, 1029743, 1070820, 979707]"
1531,1995,"[1082185, 916122, 1029743, 1004906, 1068719]"
1532,1996,"[6034577, 944836, 926905, 904236, 1082185]"
1533,1997,"[1082185, 12949855, 9487606, 985889, 979707]"
1534,1998,"[1106523, 1082185, 5592931, 1029743, 986912]"
1535,1999,"[9926758, 1029743, 1082185, 1106523, 986912]"
1536,2000,"[1029743, 1106523, 1082185, 986912, 1126899]"
1537,2001,"[1126899, 1082185, 1106523, 1029743, 1051211]"
1538,2002,"[1082185, 862799, 825343, 837751, 916122]"
1539,2003,"[1018339, 978906, 1082185, 868888, 12171656]"
1540,2004,"[1082185, 862799, 1055425, 5564901, 916122]"
1541,2005,"[1054262, 819978, 976199, 946839, 882604]"
1542,2006,"[1082185, 917816, 872762, 948086, 866211]"
1543,2007,"[1082185, 907625, 977658, 997796, 839243]"
1544,2008,"[1030981, 1082185, 829001, 1130458, 1126899]"
1545,2010,"[1082185, 1029743, 1106523, 965766, 1126899]"
1546,2011,"[952972, 1029743, 1006184, 1082185, 979707]"
1547,2012,"[1082185, 1029743, 1068719, 1106523, 7168058]"
1548,2014,"[979707, 1029743, 1106523, 899624, 861279]"
1549,2015,"[1082185, 830503, 1072968, 910032, 1044188]"
1550,2017,"[1082185, 976199, 951412, 1029743, 983584]"
1551,2018,"[1082185, 1029743, 993379, 1106523, 866211]"
1552,2019,"[9884698, 895166, 1082185, 825343, 1029743]"
1553,2020,"[1082185, 1029743, 1093413, 1068719, 892314]"
1554,2021,"[1106523, 896862, 1082185, 1044078, 1029743]"
1555,2022,"[1082185, 906335, 1029743, 1098844, 979707]"
1556,2023,"[1082185, 1011457, 1029743, 1070820, 912704]"
1557,2024,"[1082185, 1126899, 1106523, 1029743, 1004906]"
1558,2025,"[976199, 1029743, 979707, 1126899, 986912]"
1559,2027,"[1068719, 1029743, 871756, 1106523, 979707]"
1560,2028,"[9707240, 860248, 5569230, 1106523, 1029743]"
1561,2029,"[1048507, 12946027, 1128240, 1082185, 1137387]"
1562,2030,"[885023, 944836, 1082185, 1042616, 1043751]"
1563,2033,"[898466, 892573, 1042907, 837751, 1082185]"
1564,2034,"[9884698, 951412, 837304, 866211, 993379]"
1565,2035,"[948832, 1029743, 1106523, 1044078, 1082185]"
1566,2036,"[1082185, 933835, 854852, 1004906, 1037332]"
1567,2037,"[1042438, 1018007, 5592094, 1068719, 1029743]"
1568,2038,"[1132771, 1138443, 971922, 1082185, 933835]"
1569,2040,"[1029743, 1082185, 986912, 979707, 1106523]"
1570,2041,"[1018007, 1090931, 1034176, 989069, 1082185]"
1571,2043,"[1056492, 1082185, 5981072, 979707, 1029743]"
1572,2047,"[1082185, 825343, 839243, 976199, 951197]"
1573,2048,"[1106523, 1029743, 1082185, 1126899, 1044078]"
1574,2049,"[1058404, 1106523, 1082185, 986912, 1029743]"
1575,2050,"[895166, 1082185, 1024051, 1029743, 10150194]"
1576,2053,"[1082185, 1029743, 941856, 1004390, 965766]"
1577,2055,"[1080853, 835098, 1106523, 1082185, 1011926]"
1578,2056,"[952972, 1029743, 5591083, 1082185, 1106523]"
1579,2057,"[1082185, 1029743, 979707, 1106523, 1070820]"
1580,2058,"[1097418, 1082990, 14106445, 899624, 1082185]"
1581,2060,"[1090931, 1029743, 1106523, 1082185, 844179]"
1582,2062,"[1022254, 1082185, 1014948, 1029743, 1126899]"
1583,2063,"[1082185, 1002850, 866211, 1022254, 1029743]"
1584,2064,"[879876, 851287, 951412, 1082185, 1046957]"
1585,2065,"[1025581, 1042438, 1029743, 1106523, 1082185]"
1586,2068,"[1082185, 871756, 1029743, 968072, 1070820]"
1587,2069,"[1106523, 982790, 1092303, 1082185, 1126899]"
1588,2070,"[1082185, 834117, 899624, 12301839, 865456]"
1589,2071,"[925862, 8090537, 1068719, 899624, 825343]"
1590,2074,"[1106523, 1029743, 5569230, 1082185, 1126899]"
1591,2075,"[1006483, 1123842, 983584, 1029743, 1068719]"
1592,2076,"[1082185, 1046957, 1029743, 854852, 865528]"
1593,2077,"[1082185, 5591083, 845208, 9835903, 1106523]"
1594,2078,"[1037337, 1029743, 6039859, 12301100, 1026118]"
1595,2079,"[8090537, 845208, 1082185, 979707, 1113274]"
1596,2080,"[1082185, 934639, 1106523, 1042438, 1029743]"
1597,2082,"[1082185, 970747, 1029743, 1110409, 1079987]"
1598,2083,"[925862, 1031087, 865528, 1042438, 1004906]"
1599,2084,"[1082185, 909129, 1027835, 1029743, 1106523]"
1600,2085,"[1082185, 1101010, 1029743, 1081177, 1099089]"
1601,2086,"[1082185, 1029743, 845208, 6534480, 1004906]"
1602,2087,"[1082185, 1001412, 1029743, 910109, 883068]"
1603,2088,"[1044078, 1082185, 844179, 917816, 1004906]"
1604,2089,"[9575582, 1126899, 1029743, 979707, 1106523]"
1605,2090,"[5567502, 1121360, 1106523, 1029743, 986912]"
1606,2093,"[8090537, 839243, 1082185, 890695, 8090521]"
1607,2094,"[1082185, 862799, 5569374, 1037863, 6463775]"
1608,2095,"[847790, 1029743, 1082185, 933067, 1106523]"
1609,2097,"[6463710, 1053628, 1082185, 5568197, 1001702]"
1610,2100,"[1082185, 895166, 1029743, 1068719, 5585510]"
1611,2101,"[1101010, 1008032, 983584, 1090931, 819978]"
1612,2102,"[1082185, 977658, 1029743, 1021519, 12262778]"
1613,2107,"[1082185, 1029743, 1054262, 1060705, 1022254]"
1614,2108,"[1082185, 1106523, 1029743, 1041796, 979707]"
1615,2109,"[925862, 1082185, 1029743, 1008547, 1106523]"
1616,2110,"[1082185, 964521, 1029743, 976199, 1098844]"
1617,2111,"[1082185, 1126899, 1070820, 1106523, 1050851]"
1618,2112,"[1082185, 1029743, 5585510, 1022254, 1068719]"
1619,2113,"[953561, 1106523, 1000050, 1082185, 1029743]"
1620,2114,"[1082185, 1029743, 1106523, 907099, 933835]"
1621,2115,"[1082185, 885023, 1029743, 925694, 1068719]"
1622,2116,"[1082185, 823775, 1099089, 964520, 1068719]"
1623,2117,"[12384775, 819308, 976199, 1082185, 823862]"
1624,2119,"[1082185, 947201, 899624, 1029743, 1024051]"
1625,2120,"[1082185, 1126899, 1029743, 1106523, 1070820]"
1626,2121,"[1082185, 890610, 916122, 1029743, 1068719]"
1627,2122,"[1082185, 857006, 1106523, 835098, 1003616]"
1628,2123,"[904129, 1082185, 7441419, 1018007, 1029743]"
1629,2124,"[1082185, 1029743, 965766, 1127831, 944836]"
1630,2125,"[1082185, 1029743, 925862, 1068719, 825731]"
1631,2126,"[833724, 999250, 1076056, 1068719, 1082185]"
1632,2127,"[983584, 1029743, 1082185, 1106523, 1044078]"
1633,2129,"[1082185, 964521, 1004906, 1024051, 863885]"
1634,2130,"[1082185, 983584, 1068719, 921504, 844697]"
1635,2131,"[957736, 838186, 863447, 878285, 986912]"
1636,2132,"[980823, 1082185, 6548453, 6602440, 1106523]"
1637,2133,"[1082185, 970605, 1131382, 8273950, 866211]"
1638,2134,"[1082185, 1021519, 899624, 825343, 844179]"
1639,2136,"[964521, 995478, 6602729, 1004390, 1082185]"
1640,2137,"[999250, 1082185, 1106523, 7442008, 1029743]"
1641,2138,"[972665, 829291, 1029743, 889509, 1082185]"
1642,2139,"[1004390, 7155863, 901776, 1082185, 1115175]"
1643,2140,"[1082185, 899459, 9242918, 854852, 1070820]"
1644,2141,"[1082185, 1016276, 883068, 999714, 945662]"
1645,2142,"[1082185, 1029743, 898068, 942525, 6533362]"
1646,2144,"[1082185, 1029743, 1106523, 986912, 979707]"
1647,2146,"[849870, 5570882, 944836, 1028953, 1001702]"
1648,2147,"[1082185, 951412, 1005274, 1046756, 959316]"
1649,2148,"[895930, 1101010, 1082185, 1068719, 1128812]"
1650,2149,"[925862, 849202, 1106523, 1082185, 1029743]"
1651,2153,"[1082185, 1029743, 906335, 866211, 1044078]"
1652,2154,"[1082185, 925862, 6533362, 1029743, 1098248]"
1653,2156,"[1029743, 1016276, 844179, 5569845, 8090537]"
1654,2158,"[1131382, 1072968, 961021, 951197, 1082185]"
1655,2159,"[5592931, 1082185, 979707, 1029743, 1106523]"
1656,2160,"[12262978, 976199, 1029743, 1068719, 1126899]"
1657,2161,"[934172, 890610, 1082185, 944836, 1029743]"
1658,2162,"[1082185, 1016276, 1067749, 1029743, 899624]"
1659,2165,"[1029743, 1082185, 1081177, 9419525, 1106523]"
1660,2168,"[1082185, 895166, 979707, 995628, 1090931]"
1661,2170,"[863762, 7155863, 1106523, 7442180, 1082185]"
1662,2171,"[1138467, 997796, 1098844, 1082185, 1116741]"
1663,2172,"[1082185, 837304, 1029743, 849202, 850102]"
1664,2173,"[1082185, 865456, 1029743, 899624, 1106523]"
1665,2174,"[1082185, 1106523, 1029743, 986912, 1122358]"
1666,2179,"[1082185, 1029743, 872137, 986912, 1022254]"
1667,2181,"[1082185, 1068719, 899624, 866211, 1029743]"
1668,2182,"[1082185, 1029743, 1070820, 1044078, 872137]"
1669,2183,"[1082185, 868888, 902094, 12731432, 916993]"
1670,2184,"[1123842, 1075214, 1019643, 1115175, 9268695]"
1671,2185,"[1082185, 1111786, 972665, 1029743, 1004906]"
1672,2186,"[1082185, 870547, 845208, 1044078, 995876]"
1673,2187,"[1012587, 1082185, 899624, 1106523, 1029743]"
1674,2188,"[1101010, 1082185, 913210, 837304, 1024051]"
1675,2189,"[1042942, 1029743, 834117, 1106523, 1082185]"
1676,2190,"[1082185, 1101010, 1029743, 995628, 851819]"
1677,2192,"[1098248, 986912, 1029743, 1126899, 1082185]"
1678,2193,"[1082185, 1005274, 923789, 979707, 965766]"
1679,2194,"[1082185, 8090537, 1003649, 1046957, 850102]"
1680,2195,"[1055504, 1106523, 995965, 1000237, 1082185]"
1681,2196,"[837304, 1082185, 880150, 1029743, 1037863]"
1682,2197,"[865456, 1029743, 1106523, 1082185, 1068719]"
1683,2198,"[1082185, 863762, 902396, 921504, 1021519]"
1684,2199,"[1101010, 1099089, 1082185, 12384779, 943362]"
1685,2200,"[1082185, 1054262, 899624, 897954, 12301405]"
1686,2203,"[1082185, 1029743, 979707, 951412, 1106523]"
1687,2204,"[983659, 1082185, 835530, 1029743, 1026118]"
1688,2206,"[1030981, 1082185, 961979, 1106523, 5592931]"
1689,2207,"[892314, 1003649, 1029743, 1082185, 1106523]"
1690,2208,"[1082185, 8090532, 1132771, 1106523, 1029743]"
1691,2209,"[1082185, 903350, 1004906, 1029743, 1102949]"
1692,2211,"[892314, 5569845, 1082185, 1106523, 9487606]"
1693,2213,"[1082185, 1029743, 1126899, 1106523, 986912]"
1694,2214,"[1082185, 1106523, 1029743, 1126899, 986912]"
1695,2215,"[1082185, 1112205, 1004906, 880150, 1037840]"
1696,2216,"[1070820, 1126899, 1029743, 1106523, 1082185]"
1697,2217,"[1037332, 995478, 1019643, 6633210, 947798]"
1698,2218,"[1014948, 1070820, 1106523, 986912, 1126899]"
1699,2221,"[1082185, 901062, 1029743, 1106523, 916122]"
1700,2222,"[12384779, 1008032, 1054262, 847207, 13841744]"
1701,2223,"[941856, 1103105, 910673, 1013928, 1029743]"
1702,2224,"[1082185, 1008032, 1131488, 5567502, 1031087]"
1703,2225,"[991874, 1082185, 845265, 970866, 989824]"
1704,2226,"[1069312, 1082185, 848319, 1029743, 1106523]"
1705,2227,"[871756, 926905, 917033, 845208, 6534035]"
1706,2229,"[1082185, 965772, 1068719, 1106523, 1034176]"
1707,2230,"[1082185, 1060705, 9333734, 1082212, 970202]"
1708,2231,"[1057102, 1082185, 1080853, 1009187, 8357613]"
1709,2232,"[1082185, 1029743, 1126899, 1106523, 1070820]"
1710,2233,"[9803810, 1082185, 951412, 1046756, 7155863]"
1711,2234,"[1082185, 1002850, 1042907, 915493, 1098844]"
1712,2235,"[14106445, 12731436, 12810464, 937292, 1082185]"
1713,2236,"[6534480, 1082185, 1029743, 945662, 1106523]"
1714,2237,"[1082185, 976199, 849202, 1129049, 1068719]"
1715,2238,"[5592610, 833724, 1000050, 5590613, 1053016]"
1716,2240,"[5585510, 1029743, 983584, 1106523, 910032]"
1717,2241,"[1029743, 993638, 1082185, 1106523, 1092937]"
1718,2242,"[1082185, 1106523, 1029743, 979707, 1126899]"
1719,2243,"[1082185, 1029743, 1008032, 825343, 917384]"
1720,2244,"[1027068, 1068719, 1082185, 1029743, 1135552]"
1721,2245,"[1082185, 979707, 833598, 1051516, 1068719]"
1722,2247,"[1082185, 934639, 1065538, 955431, 938138]"
1723,2248,"[1091520, 9926758, 827919, 965766, 1029743]"
1724,2250,"[1094308, 12731432, 1082185, 919534, 1029743]"
1725,2251,"[1082185, 1029743, 1106523, 986912, 1126899]"
1726,2252,"[1082185, 1068719, 1029743, 899624, 844179]"
1727,2256,"[976199, 6534030, 13115501, 1051211, 1070820]"
1728,2257,"[1104349, 1106523, 1029743, 1082185, 986912]"
1729,2260,"[1082185, 1050741, 1029743, 1069003, 854852]"
1730,2261,"[1082185, 945244, 1025581, 925862, 944534]"
1731,2262,"[1082185, 1029743, 1106523, 825365, 1128016]"
1732,2263,"[1082185, 976199, 1094308, 1004906, 1044078]"
1733,2264,"[1082185, 1057102, 916122, 1055425, 5566472]"
1734,2266,"[1082185, 951412, 866211, 923789, 1026118]"
1735,2267,"[951412, 1082185, 1029743, 870315, 6514160]"
1736,2269,"[1082185, 1029743, 1106523, 899624, 844179]"
1737,2270,"[1035676, 825343, 1068719, 995628, 851819]"
1738,2272,"[1082185, 1068719, 1130375, 1029743, 828106]"
1739,2273,"[1085983, 880427, 1082185, 1029743, 1106523]"
1740,2274,"[1082185, 1101010, 1008032, 857006, 834117]"
1741,2275,"[925862, 1082185, 1106523, 916122, 1044078]"
1742,2276,"[856252, 908064, 1106523, 1029743, 1082185]"
1743,2277,"[1082185, 1029743, 1106523, 1126899, 1022254]"
1744,2278,"[951412, 6602440, 863447, 1106523, 1029743]"
1745,2279,"[8090537, 1082185, 1029743, 1050482, 933067]"
1746,2280,"[1082185, 1101010, 976199, 865456, 825343]"
1747,2281,"[9803810, 1060705, 1082185, 1076056, 5585510]"
1748,2282,"[833724, 1068719, 1082185, 1029743, 1044078]"
1749,2283,"[8090537, 999250, 844179, 899624, 1106523]"
1750,2284,"[1082185, 1112205, 951412, 1046756, 935393]"
1751,2285,"[9935616, 904833, 1082185, 5563693, 990656]"
1752,2286,"[1082185, 1106523, 845208, 1126899, 1029743]"
1753,2287,"[849870, 955431, 1082185, 1029743, 1000050]"
1754,2288,"[1082185, 1029743, 1126899, 1106523, 986912]"
1755,2289,"[1029743, 976199, 10150194, 1106523, 1082185]"
1756,2290,"[1106523, 13381584, 1029743, 1082185, 1068719]"
1757,2291,"[1029743, 986912, 1106523, 1082185, 1041796]"
1758,2292,"[1029743, 1082185, 865456, 995876, 1056509]"
1759,2294,"[1082185, 5590613, 1029743, 1132771, 5587656]"
1760,2295,"[1082185, 1068719, 5590613, 850139, 899624]"
1761,2296,"[1051211, 856252, 907631, 1082185, 1029743]"
1762,2297,"[1082185, 1106523, 1029743, 1126899, 916122]"
1763,2298,"[1082185, 999714, 856252, 1029743, 1106523]"
1764,2299,"[1082185, 13115501, 1106523, 1029743, 1026118]"
1765,2300,"[1082185, 8273950, 1018007, 1029743, 999104]"
1766,2301,"[1021324, 5592931, 932340, 835098, 865456]"
1767,2302,"[1050741, 1029743, 1082185, 1004906, 1106523]"
1768,2303,"[1029743, 1082185, 1106523, 881249, 841220]"
1769,2305,"[1082185, 1029743, 890610, 866211, 1106523]"
1770,2307,"[1082185, 1070845, 1029743, 1098844, 1112238]"
1771,2309,"[837270, 1106523, 889509, 1082185, 1029743]"
1772,2310,"[917816, 5570408, 1068719, 819255, 1082185]"
1773,2312,"[1082185, 1029743, 1037332, 916122, 6602729]"
